case,model,quantization,v0_6_2_wall_seconds,v0_6_4_wall_seconds,wall_time_change_percent,v0_6_2_uncached_prompt_tps,v0_6_4_uncached_prompt_tps,uncached_prompt_change_percent,v0_6_2_generation_tps,v0_6_4_generation_tps,generation_change_percent,draft_acceptance_change_percentage_points
code,Qwen3.8-27B,Q4_K_M main + Q8_0 MTP draft,19.365953824017197,19.49662334797904,0.6747383844310839,125.82716733719275,133.53482427835326,6.125590446223317,26.810498568697966,26.529294262398274,-1.0488589221089861,0.0
json_schema,Qwen3.8-27B,Q4_K_M main + Q8_0 MTP draft,12.275549850077368,12.384436570922844,0.8870211287911545,83.24359492931444,86.21975152783077,3.575237951993193,30.265183478419686,29.888864077617406,-1.2434069698292527,0.0
prose,Qwen3.8-27B,Q4_K_M main + Q8_0 MTP draft,26.129166267463006,26.303350689006038,0.6666283177964694,126.62996567063244,131.59746482600258,3.9228464835019627,19.77247809773361,19.617136455198988,-0.7856457939504735,0.0
