release,max_tokens,plain_tokens_per_second,mtp_tokens_per_second,mtp_change_percent,plain_cv,mtp_cv,median_draft_acceptance,plain_intra_mode_exact,mtp_intra_mode_exact,mtp_exact_vs_plain,first_difference_mtp_vs_plain,plain_passed,mtp_passed
v0.6.7,800,56.40422107406715,64.31403198598767,14.023437894007529,4.1081818905348116e-05,0.0001241365360138628,0.49895833333333334,True,True,False,220,True,True
v0.6.7,3000,56.147674848219914,67.39184861018548,20.026071947522595,0.0006308695801667799,0.0012465307045371498,0.547136563876652,True,True,False,220,True,True
v0.6.10,800,56.53509253517411,56.98913724109512,0.8031201251479825,0.0024543602135029424,0.0008224400094711388,0.5341530054644809,True,True,False,437,True,True
v0.6.10,3000,56.040442706845596,59.872443539272965,6.837920343479498,0.0015108424572414137,8.022563700850898e-05,0.5873731679819617,True,True,False,437,True,True
